FULLNAME,POPULATION1950,POPULATION1951,POPULATION1952,POPULATION1953,POPULATION1954,POPULATION1955,POPULATION1956,POPULATION1957,POPULATION1958,POPULATION1959,POPULATION1960,POPULATION1961,POPULATION1962,POPULATION1963,POPULATION1964,POPULATION1965,POPULATION1966,POPULATION1967,POPULATION1968,POPULATION1969,POPULATION1970,POPULATION1971,POPULATION1972,POPULATION1973,POPULATION1974,POPULATION1975,POPULATION1976,POPULATION1977,POPULATION1978,POPULATION1979,POPULATION1980,POPULATION1981,POPULATION1982,POPULATION1983,POPULATION1984,POPULATION1985,POPULATION1986,POPULATION1987,POPULATION1988,POPULATION1989,POPULATION1990,POPULATION1991,POPULATION1992,POPULATION1993,POPULATION1994,POPULATION1995,POPULATION1996,POPULATION1997,POPULATION1998,POPULATION1999,POPULATION2000,POPULATION2001,POPULATION2002,POPULATION2003,POPULATION2004,POPULATION2005,POPULATION2006,POPULATION2007,POPULATION2008,POPULATION2009,POPULATION2010,GDP1970,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,NAME
Paraguay,1473.245,1512.098,1551.444,1591.54,1632.608,1674.828,1718.346,1763.27,1809.67,1857.587,1907.041,1958.047,2010.626,2064.802,2120.601,2178.003,2237.19,2298.083,2360.108,2422.485,2484.736,2546.729,2608.887,2671.997,2737.152,2805.232,2876.352,2950.552,3028.542,3111.14,3198.848,3291.955,3390.101,3492.295,3597.135,3703.512,3811.042,3919.708,4029.203,4139.286,4249.747,4360.358,4470.934,4581.39,4691.695,4801.834,4911.701,5021.271,5130.723,5240.321,5350.253,5460.621,5571.371,5682.35,5793.33,5904.17,6014.781,6125.285,6236.005,6347.383,6459.721,525.4869426,587.3142994,679.6380087,879.800131,1178.458178,1335.716393,1501.454389,1848.943072,2262.271051,3019.573759,3930.992464,4970.659973,5169.5105,5738.153849,4706.486351,4016.89832,4778.237298,4006.758645,5333.222429,3855.902648,4652.573956,5522.347996,5696.747485,6075.440329,6941.028904,8065.636989,8753.353694,8872.001791,7915.671798,7300.886374,7095.379508,6445.724898,6325.153604,6588.104847,8033.880889,8734.653762,10646.2435,13794.9872,18503.38789,15933.72191,20047.51842,25099.68176,24595.31957,29207.62488,PY
Qatar,24.999,27.475,29.843,32.031,34.018,35.838,37.585,39.406,41.492,44.065,47.316,51.363,56.196,61.657,67.497,73.554,79.746,86.172,93.056,100.71,109.342,119.26,130.39,142.126,153.61,164.354,173.786,182.404,192.059,205.286,223.752,248.077,277.245,309.256,341.249,371.026,398.284,423.3,445.197,463.079,476.517,485.129,489.606,491.996,495.106,501.154,512.476,529.491,550.367,572.155,593.693,611.808,629.745,660.238,720.383,821.159,967.602,1152.459,1359.114,1564.082,1749.713,538.9355978,713.5426542,1030.063887,1503.054561,1935.094626,2469.524218,3206.311027,3509.457316,3931.749595,5632.962972,7837.916673,8672.527475,7611.263738,6484.890112,6870.329671,6153.296703,5053.021978,5446.428571,6038.186813,6487.912088,7360.43956,6883.516484,7646.153846,7156.593407,7374.450549,8137.912088,9059.340659,11297.8022,10255.49451,12393.13187,17759.89011,17538.46154,19363.73626,23533.79121,31734.16941,44530.49946,60881.95169,79711.97099,115270.0072,97798.48194,125122.3694,169804.736,189944.5055,202450,QA
Reunion,248.111,259.293,268.485,276.526,284.084,291.658,299.572,307.978,316.881,326.164,335.691,345.407,355.428,366.081,377.793,390.77,405.29,420.996,436.688,450.741,462.025,470.12,475.472,478.911,481.689,484.776,488.351,492.292,496.909,502.5,509.259,517.42,526.945,537.399,548.137,558.7,568.915,578.928,588.979,599.444,610.582,622.432,634.841,647.647,660.611,673.542,686.403,699.193,711.808,724.133,736.091,747.616,758.726,769.545,780.254,790.983,801.769,812.568,823.345,834.032,844.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE
Romania,16236.292,16504.785,16736.239,16952.132,17167.31,17389.991,17621.394,17856.107,18083.191,18288.022,18457.807,18587.473,18684.82,18772.723,18882.884,19037.432,19244.957,19496.93,19777.252,20061.59,20331.839,20582.709,20818.382,21041.408,21257.33,21469.734,21679.235,21882.393,22074.227,22248.102,22399.772,22524.816,22625.516,22712.306,22799.867,22897.617,23011.308,23134.692,23250.69,23335.356,23372.101,23355.868,23293.93,23197.35,23082.816,22963.512,22841.943,22717.415,22596.183,22484.94,22388.354,22310.092,22249.564,22201.592,22158.163,22113.264,22065.409,22015.937,21964.962,21913.311,21861.476,12708.48469,15089.809,17414.93359,20272.26356,21233.361,22874.063,25708.5825,27789.784,32761.29138,35353.46833,36431.66389,44199.894,51548.826,47567.2876,40766.65675,50690.27706,55185.78257,61712.4751,63809.17682,56849.2479,40550.09722,30593.0673,20759.75022,27951.93903,31887.80072,37618.60479,36911.14521,35616.63201,41749.51653,35995.55529,37305.09993,40585.95559,45988.51081,59466.13819,75794.73353,99172.751,122695.9932,170617.0409,204338.6058,164344.2401,164792.1583,182820.5329,169179.9493,188881.3221,RO
Serbia,6732.256,6852.431,6966.464,7074.009,7174.925,7269.266,7357.3,7439.493,7516.484,7589.047,7657.958,7723.862,7787.148,7847.908,7906.069,7961.833,8015.274,8067.289,8119.871,8175.555,8236.185,8302.357,8373.704,8449.857,8530.036,8613.464,8700.078,8789.494,8880.134,8969.991,9057.483,9143.08,9226.892,9306.73,9379.847,9444.963,9498.091,9541.117,9585.529,9647.031,9735.429,9856.68,10003.406,10155.774,10286.132,10374.777,10414.857,10412.782,10378.462,10327.68,10272.445,10215.292,10153.869,10089.717,10023.606,9956.359,9889.237,9823.743,9760.977,9701.912,9647.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37430.37434,34165.10195,25110.72124,17885.30851,18739.91268,20218.75114,22760.62721,24147.99655,18284.19468,18409.36415,6540.24719,12267.18281,16116.85534,21188.69488,24861.48328,26252.00455,30607.98427,40289.53942,49259.54079,42616.6533,39460.34081,46466.72867,40742.31386,45519.67764,RS
Russia,102798.657,104373.108,106088.17,107886.777,109721.636,111555.224,113360.147,115118.779,116822.207,118468.445,120057.109,121583.74,123034.827,124385.679,125606.459,126679.945,127594.996,128368.424,129046.505,129693.358,130357.806,131057.445,131787.816,132548.741,133332.694,134134.567,134956.991,135806.537,136685.318,137595.14,138535.754,139498.48,140476.522,141472.09,142489.232,143524.125,144581.921,145641.178,146639.276,147494.499,148148.752,148577.986,148798.341,148842.678,148763.601,148602.147,148375.246,148079.919,147715.55,147275.875,146762.881,146170.247,145520.813,144879.644,144331.352,143932.966,143715.023,143652.377,143677.033,143689.741,143617.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570376.6686,559895.6082,489621.8018,457660.2986,408040.0876,399472.0366,392089.5251,404940.6226,270953.1616,195907.925,259717.8374,306617.5764,345488.3268,430347.4202,590939.9431,764015.9825,989932.0592,1299703.46,1660848.058,1222645.887,1524916.698,1904791.25,2017468.161,2096774.217,RU
Rwanda,2186.187,2250.675,2313.306,2378.442,2448.814,2525.524,2607.945,2693.819,2779.55,2860.694,2933.424,2996.091,3050.596,3102.968,3161.719,3232.937,3319.077,3418.313,3527.26,3640.591,3754.546,3868.33,3983.659,4102.262,4226.773,4359.166,4499.767,4648.096,4804.354,4968.6,5140.786,5313.633,5485.328,5666.907,5873.794,6112.554,6405.995,6740.876,7045.785,7223.798,7214.696,6973.664,6545.1,6066.268,5728.464,5663.838,5929.575,6470.628,7169.658,7853.015,8395.577,8760.003,8987.523,9126.167,9254.379,9429.457,9660.946,9928.143,10222.961,10529.668,10836.732,240.725319,289.3599511,325.6085616,404.0563915,530.0572506,638.506594,712.075626,833.6628776,1011.257335,1238.625701,1400.991932,1571.037003,1571.262639,1652.13712,1772.393834,1915.581616,2154.145072,2408.838732,2598.562373,2649.910471,2573.111009,1915.357538,2023.346742,1959.457729,1206.335424,1299.874101,1406.818374,1892.485845,2034.447615,1920.75328,1771.106678,1674.220869,1677.086979,1845.686849,2088.382766,2580.597467,3110.327823,3775.447706,4796.573943,5308.990209,5698.548923,6406.72702,7292.911323,7600.876217,RW
Saudi Arabia,3121.336,3198.164,3282.274,3370.647,3461.307,3553.33,3646.884,3743.188,3844.352,3953.12,4072.11,4202.984,4345.738,4498.39,4657.855,4822.502,4992.625,5171.093,5362.099,5571.166,5802.967,6059.524,6342.159,6654.009,6998.359,7377.881,7790.588,8236.583,8722.48,9256.774,9843.265,10484.746,11172.632,11885.086,12592.829,13273.786,13918.323,14528.398,15107.785,15665.086,16206.078,16739.895,17263.613,17758.096,18197.011,18567.343,18848.35,19060.85,19282.965,19620.692,20144.584,20891.594,21825.217,22852.333,23839.231,24690.067,25371.936,25915.624,26366.358,26796.375,27258.387,5377.268844,7184.816177,9664.177037,14947.53525,45412.97192,46773.13752,64005.62389,74189.10014,80266.63739,111858.5061,164539.5975,184291.4348,153240.2957,129180.6067,119631.3407,103893.9966,86885.75627,85581.6805,88138.48719,95217.22702,116622.3183,131160.6716,136122.3505,131975.2543,134147.8814,142267.6476,157532.7787,164773.9049,145772.7316,160957.1467,188441.8499,183012.1402,188551.1502,214572.7126,258742.263,328461.1611,376900.1357,415964.5831,519796.7386,429097.8993,526811.4407,669506.7637,733955.6135,748449.6491,SA
Solomon Islands,89.793,91.808,94.079,96.561,99.221,102.027,104.962,108.015,111.181,114.463,117.869,121.403,125.068,128.863,132.787,136.847,141.027,145.354,149.926,154.876,160.292,166.214,172.599,179.354,186.338,193.447,200.642,207.942,215.353,222.905,230.614,238.488,246.502,254.602,262.719,270.809,278.846,286.868,294.962,303.258,311.849,320.764,329.984,339.49,349.25,359.236,369.439,379.861,390.493,401.323,412.336,423.529,434.88,446.335,457.827,469.306,480.745,492.148,503.541,514.964,526.447,32.03200513,34.59554305,37.74035595,50.56000115,72.91370999,64.80188515,72.1021651,81.50215306,98.20772804,130.1439299,143.5238501,161.578312,163.216234,123.1108587,174.0577569,159.9846926,144.9899512,146.1594459,176.2290818,167.6229791,208.1238013,220.3886177,260.612684,282.7087167,319.7767892,364.661323,403.2124272,408.4002753,358.4148139,380.1046201,338.1849855,334.5973919,273.8275899,314.2576176,363.5127714,429.4760336,471.1767701,587.990068,637.0744824,638.5565976,719.6229193,870.2492579,975.8806316,1072.793255,SB
Seychelles,36.322,36.891,37.443,37.959,38.428,38.856,39.261,39.673,40.133,40.688,41.377,42.222,43.215,44.309,45.439,46.555,47.638,48.705,49.786,50.929,52.164,53.495,54.897,56.347,57.81,59.256,60.676,62.063,63.382,64.598,65.679,66.633,67.465,68.148,68.657,68.982,69.092,69.028,68.943,69.045,69.474,70.307,71.489,72.873,74.239,75.433,76.391,77.173,77.891,78.72,79.774,81.093,82.611,84.218,85.751,87.094,88.21,89.134,89.902,90.577,91.208,22.27175307,26.54185212,37.02904762,44.58243263,52.12018593,57.76139578,59.54467191,77.93571788,103.4078032,153.8460803,178.0519316,184.6053825,177.966306,176.6484423,182.8319949,204.0839783,252.3492499,301.1902406,342.9257498,368.3085638,445.3614626,452.3384451,523.9685408,567.0106799,583.2320499,613.998942,603.4476546,680.1942452,735.0806212,751.5890354,746.8489337,746.2845133,837.9206787,846.3847984,839.3272727,919.1090909,1016.41547,1033.64251,967.2163151,847.4247217,969.9737749,1074.58486,1128.753721,1445.059749,SC
Sudan,5733.944,5883.67,6039.086,6200.492,6368.211,6542.583,6723.968,6912.742,7109.305,7314.066,7527.45,7749.884,7981.797,8223.613,8475.765,8738.703,9013.112,9299.545,9598.196,9909.152,10232.758,10568.788,10918.137,11283.574,11668.674,12075.841,12506.035,12958.11,13429.688,13917.268,14418.063,14935.032,15469.003,16012.898,16557.307,17097.619,17622.954,18139.966,18682.216,19295.483,20008.804,20840.825,21771.781,22745.49,23683.211,24529.722,25263.021,25903.704,26491.253,27085.465,27729.798,28434.81,29186.427,29973.979,30778.572,31585.871,32397.535,33218.25,34040.065,34853.178,35652.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48403.83659,48287.11294,53944.68793,55332.67251,51805.53455,54594.60192,SD
Sweden,7009.913,7072.08,7125.539,7173.121,7217.176,7259.579,7301.708,7344.466,7388.317,7433.373,7479.602,7527.081,7576.192,7627.722,7682.603,7741.167,7804.2,7870.642,7936.726,7997.38,8049.049,8090.044,8121.56,8146.472,8169.141,8192.693,8218.63,8245.975,8272.499,8294.832,8310.915,8319.81,8323.466,8326.196,8333.904,8350.814,8377.863,8413.658,8457.108,8506.236,8559.107,8616.535,8677.787,8737.5,8788.696,8826.72,8849.42,8859.106,8861.204,8863.595,8872.284,8888.444,8911.156,8941.754,8981.282,9030.163,9089.677,9159.155,9234.561,9310.295,9382.297,37555.29339,40980.3037,48263.74606,58568.05459,65082.21481,81716.91573,88102.27622,93135.9092,102970.332,121647.1915,140089.4636,127857.36,112767.695,103533.5901,107661.6737,112514.1213,148376.4517,180428.1011,204069.9231,214876.1504,258154.7201,270364.0216,280310.7145,209950.0734,226080.8427,264053.1538,288105.8343,264477.9293,266801.5312,270847.0089,259800.7602,239916.4887,263925.5879,331108.742,381706.1178,389042.9057,420029.3227,487818.4936,513965.7156,429655.9572,488377.6896,563109.6633,543880.6478,579679.9853,SE
Singapore,1022.098,1067.965,1120.279,1178.075,1240.285,1305.733,1373.123,1441.054,1508.063,1572.696,1633.72,1690.355,1742.474,1790.684,1836.089,1879.573,1921.101,1960.549,1998.639,2036.272,2074.073,2112.875,2152.605,2191.926,2228.898,2262.395,2291.623,2317.798,2344.226,2375.42,2414.527,2463.248,2520.497,2583.244,2646.985,2708.638,2766.759,2822.832,2880.192,2943.637,3016.404,3100.095,3193.046,3291.284,3389.124,3482.64,3570.085,3653.156,3735.537,3822.625,3918.189,4023.284,4136.239,4254.766,4375.413,4495.537,4614.31,4732.065,4848.676,4964.312,5078.969,1919.496147,2270.330158,2950.257779,4227.574234,5260.730995,5786.825794,6066.35391,6693.982129,8047.800709,9702.338026,12045.81526,14322.91351,15812.33865,17934.69157,19446.73204,18463.33205,18732.06016,21551.87996,26478.40292,31405.07027,38835.47889,45184.79928,52011.31597,60473.11198,73234.88638,87062.21007,95179.93864,99296.14815,85013.12041,84879.9871,94308.32829,87701.13676,90640.32027,95956.60617,112697.318,125428.9916,146014.1814,178259.1088,190318.0113,190164.3878,233292.3036,272316.0829,284298.6039,295744.0262,SG
Saint Helena,4.972,5.01,5.018,5.005,4.98,4.946,4.909,4.87,4.831,4.791,4.75,4.708,4.67,4.64,4.623,4.627,4.652,4.696,4.754,4.82,4.885,4.95,5.014,5.076,5.131,5.178,5.215,5.242,5.264,5.291,5.329,5.379,5.438,5.499,5.551,5.586,5.603,5.603,5.589,5.564,5.531,5.489,5.438,5.384,5.332,5.287,5.252,5.224,5.197,5.163,5.113,5.046,4.967,4.876,4.78,4.683,4.585,4.488,4.396,4.312,4.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH
Slovenia,1473.094,1485.227,1497.706,1509.988,1521.699,1532.634,1542.768,1552.244,1561.354,1570.485,1579.997,1590.084,1600.65,1611.258,1621.278,1630.319,1638.191,1645.223,1652.177,1660.1,1669.75,1681.442,1694.977,1709.971,1725.805,1742.038,1758.356,1774.903,1792.213,1811.058,1831.862,1854.78,1879.215,1903.9,1927.124,1947.594,1965,1979.495,1990.846,1998.929,2003.772,2005.157,2003.358,1999.549,1995.314,1991.848,1989.709,1988.79,1988.806,1989.178,1989.545,1989.732,1990.09,1991.368,1994.578,2000.349,2009.036,2020.156,2032.47,2044.248,2054.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18116.95336,13208.74347,13052.2992,13208.33759,14993.62087,21274.49214,21477.5117,20750.10828,22123.41152,22689.76486,20343.81977,20875.97723,23562.69702,29698.46627,34470.56384,36344.90758,39585.43171,48112.23076,55591.92303,50241.76372,47970.12404,51252.00631,46262.74703,47989.85509,SI
Slovakia,3436.574,3509.957,3585.96,3662.707,3738.674,3812.696,3883.977,3952.08,4016.885,4078.531,4137.224,4193.035,4245.726,4294.673,4339.082,4378.613,4412.907,4442.799,4470.632,4499.554,4531.874,4568.274,4608.266,4651.493,4697.153,4744.482,4793.633,4844.392,4895.13,4943.732,4988.654,5029.208,5065.658,5098.607,5129.108,5157.959,5185.162,5210.468,5234.146,5256.497,5277.709,5298.036,5317.386,5335.164,5350.537,5362.95,5372.351,5379.101,5383.59,5386.384,5388.01,5388.448,5387.913,5387.441,5388.338,5391.489,5397.396,5405.718,5415.434,5425.044,5433.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16464.5358,11530.91749,12512.50364,13496.86574,15615.023,19587.25247,21156.77372,21389.3898,22378.0358,20472.84188,20402.69174,21108.64542,24463.22854,33271.14689,42178.00326,47895.66108,55795.6781,74965.92992,94267.81818,87233.42259,87275.59839,95883.36174,91348.56033,95775.37092,SK
Sierra Leone,1944.001,1959.597,1976.684,1995.158,2014.943,2035.984,2058.259,2081.771,2106.548,2132.638,2160.111,2189.04,2219.498,2251.563,2285.313,2320.858,2358.225,2397.572,2439.31,2483.952,2531.874,2583.2,2637.861,2695.784,2756.81,2820.782,2887.735,2957.599,3029.965,3104.305,3180.237,3255.883,3330.947,3408.34,3492.174,3584.397,3688.492,3800.961,3908.478,3993.016,4042.678,4053.257,4031.73,3991.434,3951.544,3927.105,3919.708,3928.313,3961.869,4030.443,4139.757,4295.667,4493.047,4712.763,4928.175,5119.895,5280.909,5416.015,5532.139,5641.182,5751.976,455.5244195,485.0179503,534.6653193,609.9026363,702.2906792,750.5613535,697.5591444,794.7487247,1025.832474,1181.6859,1332.969266,1428.704725,1606.458776,1396.531823,1711.505242,1376.399431,965.5663107,819.1119325,1283.885411,1211.671624,879.4988521,1055.969006,920.5631304,1040.912747,1234.477068,1178.834023,1274.914296,1151.07633,910.2698885,906.2361165,860.8493191,1090.717293,1253.591164,1386.006041,1448.727987,1650.681289,1885.262691,2158.653309,2505.620489,2453.972926,2578.159496,2932.273915,3787.392581,4929.215177,SL
San Marino,12.781,12.918,13.088,13.288,13.515,13.767,14.044,14.345,14.67,15.02,15.393,15.787,16.197,16.616,17.033,17.44,17.839,18.228,18.588,18.895,19.136,19.299,19.394,19.464,19.563,19.732,19.986,20.311,20.681,21.053,21.397,21.706,21.989,22.255,22.514,22.776,23.041,23.304,23.571,23.847,24.135,24.441,24.766,25.093,25.402,25.68,25.914,26.114,26.321,26.594,26.969,27.467,28.064,28.7,29.29,29.775,30.13,30.377,30.549,30.698,30.861,79.82010044,87.75747136,102.243336,123.5283727,140.480057,160.28535,158.186786,181.3105376,221.7641344,277.0984598,335.9174645,303.1679973,300.7428233,311.8405974,308.2220054,318.292698,450.7318782,567.1551902,627.5530971,653.6407199,831.4815178,877.1568612,929.2573889,825.1485353,894.8835728,1019.739874,1174.004153,1107.743878,1188.540427,1257.913241,1140.776269,1201.65086,1297.09832,1655.327594,1941.931806,2027.428774,2165.375316,2487.553677,2751.823041,2362.736249,2139.342824,2053.922582,1800.605835,1801.743951,SM
Senegal,2476.638,2529.739,2586.886,2648.045,2713.148,2782.082,2854.692,2930.784,3010.136,3092.514,3177.737,3265.73,3356.581,3450.567,3548.083,3649.456,3754.429,3862.964,3975.826,4094.016,4218.056,4348.862,4485.775,4625.876,4765.169,4901.053,5032.394,5160.81,5289.871,5424.642,5568.908,5723.711,5888.343,6062.681,6246.065,6437.891,6638.009,6846.349,7062.329,7285.204,7514.11,7749.606,7990.968,8234.586,8475.766,8711.528,8940.298,9164.05,9387.783,9618.564,9861.679,10119.118,10390.05,10673.535,10967.568,11270.826,11582.925,11904.974,12238.791,12586.827,12950.564,952.0064169,983.8839711,1189.757977,1367.91407,1542.586666,2078.241768,2106.58601,2157.286006,2402.62492,2997.970529,3253.950333,2699.143564,2812.836748,2699.910844,2544.698031,2807.755185,4097.776964,5008.051774,5422.478091,5037.543012,6204.747588,5988.276903,6562.856612,5913.271414,3965.444147,4873.234156,5065.830114,4672.504142,5030.344291,5144.045095,4679.604925,4877.602016,5333.862339,6859.594265,8031.344239,8707.815254,9358.65548,11284.60347,13386.3663,12777.61944,12925.67925,14372.1052,14047.569,15151.74451,SN
Somalia,2264.081,2307.576,2351.811,2397.067,2443.576,2491.53,2541.067,2592.278,2645.219,2699.912,2756.38,2814.683,2874.944,2937.36,3002.173,3069.558,3144.244,3227.245,3311.111,3385.414,3445.42,3477.568,3490.295,3526.527,3644.572,3880.955,4259.636,4754.149,5289.049,5758.961,6089.707,6251.73,6271.538,6199.671,6113.252,6068.425,6082.723,6138.907,6217.331,6285.456,6321.615,6319.531,6294.017,6269.244,6278.911,6346.44,6481.035,6673.254,6904.978,7149.044,7385.416,7609.265,7825.924,8037.706,8249.965,8466.938,8687.671,8910.851,9140.259,9380.854,9636.173,341.0255497,347.0393484,447.8839413,483.6996107,572.504036,757.0158789,871.3442453,444.7663323,503.6000743,517.9884244,574.8302149,667.8650711,728.9253876,669.9916951,716.4191568,809.8025047,808.4104802,912.6677799,939.3929509,974.200516,994.0733681,613.95,583.2545455,996.4418411,1126.306823,1122.242795,1260.225209,1482.006572,1926.004373,1904.432755,2052.048477,1302.61124,1219.172165,1516.743116,1984.459845,2315.547906,2390.00822,2482.993197,2600.027766,2011.708219,1071.191223,1067.304075,1305.874432,1398.779509,SO
Suriname,214.999,222.667,229.635,236.329,243.074,250.094,257.503,265.318,273.461,281.787,290.137,298.411,306.613,314.883,323.428,332.315,341.745,351.463,360.548,367.772,372.311,373.785,372.614,369.777,366.69,364.402,363.278,363.108,363.692,364.619,365.616,366.637,367.895,369.654,372.272,375.979,380.89,386.852,393.483,400.251,406.764,412.884,418.7,424.326,429.968,435.776,441.734,447.771,453.92,460.215,466.668,473.312,480.099,486.867,493.394,499.523,505.186,510.433,515.372,520.173,524.96,356.3623342,389.0749016,424.0521008,465.1557423,561.7490196,637.6537815,692.9383754,878.7266106,1007.723249,1072.32437,1089.108683,1218.105322,1253.933894,1210.638095,1183.989356,1196.436975,1220.797759,1342.52605,1590.551821,755.0127136,752.2364518,798.6008025,819.8753286,783.1261422,826.904789,844.223262,1053.312266,1128.440588,1352.949124,1117.458404,1156.66146,1021.035589,1339.11003,1557.921751,1805.680925,2193.049196,2626.451025,2936.44153,3532.989071,3875.409836,4368.371528,4423.164015,5012.878788,5298.848485,SR
South Sudan,2582.929,2601.295,2624.547,2652.403,2684.592,2720.852,2760.936,2804.608,2851.646,2901.848,2955.044,3011.113,3069.994,3131.693,3196.264,3263.767,3334.241,3407.723,3484.292,3564.043,3647.097,3733.619,3823.781,3917.741,4015.666,4117.767,4222.557,4329.97,4443.163,4566.435,4701.961,4850.393,5007.897,5166.491,5315.479,5446.452,5562.024,5663.186,5738.763,5774.68,5764.216,5698.383,5588.959,5475.424,5411.318,5434.266,5561.12,5779.278,6060.6,6362.201,6652.984,6924.455,7186.82,7449.905,7730.18,8039.351,8376.893,8736.736,9118.386,9520.571,9940.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15558.59647,12275.29473,15719.85496,17826.9961,10368.81356,11804.40678,SS
Sao Tome and Principe,60,59.203,58.525,58.163,58.238,58.782,59.744,60.99,62.316,63.476,64.255,64.549,64.429,64.181,64.209,64.797,66.057,67.874,70.04,72.24,74.251,75.992,77.543,79.038,80.679,82.607,84.874,87.407,90.058,92.622,94.953,96.991,98.802,100.515,102.325,104.371,106.684,109.211,111.894,114.647,117.395,120.154,122.929,125.628,128.135,130.378,132.323,134.029,135.65,137.396,139.428,141.783,144.447,147.455,150.842,154.615,158.806,163.39,168.253,173.24,178.228,35.3887959,35.46206905,39.40057236,53.26724663,54.98511405,57.15731796,49.48999199,46.79700802,52.34794017,62.53454514,77.66160472,79.40862853,76.37348655,71.43064679,74.38210448,78.67998734,110.2495548,110.272397,94.15072093,93.71744052,113.4535918,102.2105346,90.21450368,119.5821192,124.9041534,98.61523152,128.5653205,87.41709831,68.74413772,73.51517203,72.46544062,72.23028471,81.05337217,97.85354542,108.1862369,124.7802874,138.0806361,150.9254174,200.5213984,217.0096405,216.7768607,260.6113663,277.2054664,341.5181163,ST
El Salvador,2199.897,2237.015,2279.665,2326.855,2377.942,2432.629,2490.991,2553.45,2620.712,2693.649,2772.97,2858.859,2950.666,3046.771,3144.962,3243.557,3341.712,3439.514,3537.318,3635.882,3735.62,3836.433,3937.583,4038.088,4136.679,4232.375,4324.952,4414.427,4500.401,4582.494,4660.556,4734.486,4804.671,4872.098,4938.109,5003.828,5068.961,5133.598,5199.613,5269.378,5344.226,5425.293,5511.138,5597.322,5677.743,5748.013,5806.75,5855.226,5895.018,5928.809,5958.794,5985.299,6008.308,6029.366,6050.297,6072.538,6096.692,6122.952,6151.776,6183.484,6218.195,338.28799,355.787914,379.208863,438.41913,518.945093,589.207943,750.786181,943.022181,1012.100825,1132.495034,1173.284329,1137.758169,1179.731669,1335.783616,1533.809064,1885.649626,2600.383334,3044.855069,3600.773684,4240.770877,4800.9,5311,5954.7,6938,8085.6,9500.5,10315.5,11134.6,12008.4,12464.7,13134.2,13812.7,14306.71931,15046.66,15798.28686,17093.79409,18550.74098,20104.89073,21430.9506,20661.03279,21418.32846,23139.04226,23813.60128,24259.0791,SV
Sint Maarten,1.497,1.664,1.799,1.912,2.013,2.11,2.211,2.326,2.463,2.629,2.834,3.08,3.369,3.699,4.065,4.464,4.896,5.362,5.852,6.355,6.862,7.373,7.894,8.428,8.978,9.553,10.155,10.794,11.483,12.246,13.098,14.03,15.046,16.186,17.504,19.027,20.753,22.639,24.622,26.617,28.546,30.438,32.269,33.846,34.92,35.34,34.99,33.99,32.722,31.715,31.347,31.763,32.837,34.349,35.953,37.395,38.618,39.697,40.664,41.589,42.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.6368715,754.6927374,803.6871508,850.726257,854.972067,892.2905028,931.6759777,983.3519553,1021,SX
Syria,3413.329,3500.65,3595.227,3697.041,3805.985,3921.864,4044.39,4173.185,4307.809,4447.797,4592.777,4742.596,4897.428,5057.825,5224.579,5398.333,5579.283,5767.478,5963.248,6166.933,6378.802,6599.366,6828.765,7066.474,7311.685,7564,7822.61,8088.148,8363.346,8651.904,8956.156,9277.28,9613.572,9960.919,10313.558,10667.245,11020.57,11374.437,11729.76,12088.336,12451.539,12818.302,13187.96,13562.742,13945.646,14338.24,14746.306,15168.523,15591.261,15995.76,16371.208,16700.984,16994.676,17298.476,17676.012,18167.367,18804.914,19561.477,20346.056,21031.546,21532.647,1755.897436,2062.564103,2381.025641,2550,4090,5310.512821,6388.461538,6991.025641,8383.589744,10077.4359,13146.15385,16865.89744,17637.94872,18792.5641,19318.46154,10050.40346,9746.068968,10185.38653,11940.49076,10293.18712,11163.5535,12446.58286,14445.11217,15554.69925,12398.76173,13546.72562,15149.38912,16182.77024,17468.37569,17806.34783,19665.71739,21008.32609,21782.04545,20857.5534,24545.80858,28396.9965,33108.81544,40271.78159,52557.91319,54111.73524,60465.11208,53674.28318,41499.99491,35164.40322,SY
